34,19
58,37
66,41
34,23
34,1
114,31
34,17
34,15
108,34
90,43
80,48
86,45
110,33
82,47
72,44
76,46
84,46
78,47
112,32
94,41
74,45
34,21
60,38
34,9
34,3
98,39
36,26
104,36
44,30
48,32
42,29
34,25
40,28
52,34
54,35
118,29
70,43
34,11
34,7
60,40
32,0
90,45
44,32
32,22
86,47
40,30
46,33
78,49
32,10
32,8
66,43
84,48
32,2
88,46
102,39
112,34
96,42
74,47
104,38
110,35
94,43
50,35
108,36
76,48
58,39
118,31
68,44
70,45
52,36
32,6
32,24
80,50
100,40
42,31
56,38
34,27
32,26
98,41
32,14
92,44
114,33
82,49
48,34
36,28
54,37
32,4
64,42
116,32
106,37
38,29
32,16
32,12
62,41
32,18
32,20
72,46
90,47
30,15
42,33
56,40
30,27
92,46
98,43
94,45
30,9
30,21
32,28
114,35
40,32
44,34
62,43
30,11
48,36
78,51
66,45
100,42
74,49
118,33
30,23
70,47
46,35
88,48
116,34
96,44
38,31
30,3
52,38
68,46
110,37
82,51
50,37
30,19
30,17
72,48
54,39
86,49
30,7
104,40
80,52
112,36
64,44
108,38
102,41
60,42
84,50
106,39
58,41
34,29
36,30
30,25
76,50
30,1
30,13
30,5
28,24
28,2
64,46
104,42
28,8
110,39
28,16
38,33
48,38
42,35
40,34
80,54
118,35
94,47
78,53
74,51
28,10
32,30
30,29
108,40
28,20
84,52
28,12
28,4
98,45
28,22
96,46
100,44
34,31
28,26
112,38
90,49
36,32
44,36
28,6
68,48
92,48
86,51
62,45
28,0
58,43
106,41
46,37
28,28
76,52
82,53
70,49
60,44
66,47
50,39
28,14
114,37
72,50
56,42
28,18
52,40
88,50
116,36
54,41
102,43
30,31
76,54
32,32
72,52
46,39
26,15
26,7
90,51
26,1
26,3
88,52
100,46
26,25
116,38
34,33
26,21
28,30
26,17
26,19
110,41
108,42
94,49
60,46
40,36
66,49
114,39
56,44
26,23
86,53
26,13
42,37
106,43
26,29
98,47
52,42
26,5
26,11
62,47
26,9
112,40
58,45
70,51
82,55
96,48
44,38
36,34
74,53
78,55
26,27
118,37
68,50
48,40
80,56
50,41
92,50
84,54
38,35
102,45
104,44
64,48
54,43
24,8
24,14
24,24
32,34
40,38
62,49
24,26
24,4
24,28
36,36
24,6
110,43
112,42
50,43
66,51
24,30
24,16
114,41
104,46
24,22
52,44
24,18
64,50
38,37
98,49
24,0
68,52
70,53
116,40
102,47
46,41
58,47
42,39
88,54
106,45
84,56
82,57
60,48
44,40
26,31
108,44
24,12
48,42
92,52
34,35
94,51
90,53
56,46
76,56
24,10
74,55
28,32
72,54
24,20
80,58
86,55
54,45
100,48
30,33
96,50
78,57
118,39
24,2
66,53
22,17
22,31
80,60
26,33
56,48
24,32
70,55
114,43
50,45
52,46
72,56
106,47
74,57
40,40
22,21
96,52
100,50
58,49
90,55
94,53
22,5
92,54
22,27
64,52
84,58
30,35
22,15
34,37
22,7
38,39
62,51
110,45
22,13
28,34
118,41
46,43
112,44
42,41
104,48
116,42
54,47
32,36
22,11
78,59
98,51
22,1
76,58
68,54
82,59
86,57
88,56
22,25
22,29
102,49
22,9
48,44
22,3
60,50
22,23
22,19
44,42
108,46
36,38
20,22
20,20
90,57
36,40
102,51
20,14
98,53
46,45
78,61
20,30
76,60
20,24
84,60
20,28
34,39
32,38
20,32
114,45
100,52
94,55
22,33
64,54
68,56
20,16
20,18
52,48
50,47
20,4
24,34
116,44
80,62
30,37
74,59
40,42
92,56
56,50
38,41
112,46
96,54
20,12
108,48
20,10
110,47
28,36
58,51
60,52
20,26
104,50
20,0
66,55
106,49
26,35
86,59
70,57
82,61
20,2
20,6
62,53
88,58
42,43
54,49
48,46
118,43
72,58
44,44
20,8
18,17
112,48
98,55
22,35
18,19
102,53
72,60
108,50
18,9
18,29
114,47
18,21
92,58
54,51
18,27
18,5
40,44
28,38
64,56
76,62
18,15
26,37
56,52
18,25
70,59
36,42
74,61
50,49
24,36
78,63
44,46
100,54
86,61
18,31
104,52
18,23
66,57
38,43
116,46
48,48
46,47
34,41
110,49
18,13
82,63
42,45
32,40
88,60
18,1
68,58
18,3
62,55
18,33
106,51
20,34
60,54
118,45
18,7
80,64
52,50
90,59
58,53
84,62
96,56
18,11
30,39
94,57
98,57
114,49
16,26
78,65
26,39
88,62
30,41
106,53
16,10
102,55
16,28
46,49
16,32
18,35
72,62
36,44
16,30
86,63
28,40
104,54
16,2
94,59
16,6
40,46
34,43
92,60
32,42
16,12
58,55
48,50
62,57
44,48
56,54
112,50
16,34
74,63
60,56
16,20
110,51
64,58
90,61
66,59
50,51
16,8
116,48
16,22
68,60
118,47
84,64
16,14
16,4
22,37
76,64
16,18
80,66
38,45
108,52
96,58
100,56
42,47
24,38
52,52
70,61
16,16
82,65
20,36
16,0
16,24
54,53
86,65
38,47
40,48
46,51
66,61
14,29
112,52
14,7
100,58
14,13
42,49
22,39
54,55
62,59
58,57
14,17
78,67
118,49
116,50
34,45
36,46
48,52
96,60
14,3
90,63
70,63
14,21
14,15
94,61
24,40
56,56
110,53
30,43
92,62
14,23
114,51
28,42
68,62
88,64
74,65
82,67
84,66
16,36
108,54
14,25
14,9
14,5
14,27
60,58
44,50
72,64
98,59
102,57
20,38
18,37
52,54
106,55
14,35
14,1
64,60
50,53
14,31
80,68
14,19
14,33
104,56
32,44
76,66
26,41
14,11
12,14
54,57
72,66
12,36
64,62
94,63
12,20
36,48
56,58
118,51
88,66
24,42
20,40
42,51
108,56
12,28
12,22
112,54
16,38
12,18
12,32
104,58
40,50
30,45
28,44
26,43
98,61
82,69
48,54
70,65
22,41
96,62
110,55
78,69
38,49
50,55
90,65
12,8
80,70
18,39
12,10
14,37
12,4
106,57
12,2
